File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF137FMN	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR194KWL	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/619279/'], '@type': ['Target', 'Item'], 'name': 'ZNF704-human', 'label': 'ZNF704', '@id': '/targets/ZNF704-human/', 'title': 'ZNF704 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '85b5c00c-e7c1-4793-a2c8-fd5069f4cbe0', 'status': 'released'}				ZNF704-human	DNA				formaldehyde		2016-12-19	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF792ICS/, /files/ENCFF419RSJ/, /files/ENCFF951EKP/, /files/ENCFF561BVN/	38383	ENCODE Processing Pipeline	fd8558b0026cce67445c717671c993b8		https://www.encodeproject.org/files/ENCFF137FMN/@@download/ENCFF137FMN.bed.gz				released	s3://encode-public/2016/12/16/be41bac6-eb43-48f5-bbc3-49518e317497/ENCFF137FMN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/be41bac6-eb43-48f5-bbc3-49518e317497/ENCFF137FMN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, missing genetic modification characterization		
ENCFF106WXX	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR538RDA	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-821'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/147741/'], '@type': ['Target', 'Item'], 'name': 'ZNF560-human', 'label': 'ZNF560', '@id': '/targets/ZNF560-human/', 'title': 'ZNF560 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '4dc765a7-2af4-41a1-8ceb-5feedd2f65f2', 'status': 'released'}				ZNF560-human	DNA				formaldehyde		2017-03-16	ENCODE			450-650	2, 3	2_1, 3_1							/files/ENCFF667MMW/, /files/ENCFF419RSJ/, /files/ENCFF857BZM/, /files/ENCFF857GCN/	66634	ENCODE Processing Pipeline	c794534066a4532e788350f450112906		https://www.encodeproject.org/files/ENCFF106WXX/@@download/ENCFF106WXX.bed.gz				released	s3://encode-public/2017/03/14/b3df10bd-f867-4a33-b0f2-30e1aa963903/ENCFF106WXX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/03/14/b3df10bd-f867-4a33-b0f2-30e1aa963903/ENCFF106WXX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, missing genetic modification characterization, borderline replicate concordance		
ENCFF665NYZ	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR028EGI	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1617'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7574/'], '@type': ['Target', 'Item'], 'name': 'ZNF26-human', 'label': 'ZNF26', '@id': '/targets/ZNF26-human/', 'title': 'ZNF26 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'dd087f2a-b344-4e5a-a84e-bb7fd43f390f', 'status': 'released'}				ZNF26-human	DNA				formaldehyde		2016-12-19	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF779OVV/, /files/ENCFF419RSJ/, /files/ENCFF370BIM/, /files/ENCFF299NMK/	51757	ENCODE Processing Pipeline	18d1bcf70751ac31e28e0706c211e5bc		https://www.encodeproject.org/files/ENCFF665NYZ/@@download/ENCFF665NYZ.bed.gz				released	s3://encode-public/2016/12/16/006dfd6f-03ec-4bfd-9a9a-c6543555bdba/ENCFF665NYZ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/006dfd6f-03ec-4bfd-9a9a-c6543555bdba/ENCFF665NYZ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, missing genetic modification characterization		
ENCFF978XMG	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR093HXE	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1625'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7564/'], '@type': ['Target', 'Item'], 'name': 'ZNF16-human', 'label': 'ZNF16', '@id': '/targets/ZNF16-human/', 'title': 'ZNF16 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'bf7a20c3-e2ee-44dc-8272-e2b6efb741ac', 'status': 'released'}				ZNF16-human	DNA				formaldehyde		2016-10-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF419RSJ/, /files/ENCFF778WTZ/, /files/ENCFF551TFE/, /files/ENCFF275GRG/	54989	ENCODE Processing Pipeline	c41156bcd735ea11328b6b8ed6455d87		https://www.encodeproject.org/files/ENCFF978XMG/@@download/ENCFF978XMG.bed.gz				released	s3://encode-public/2016/11/01/ea32067e-6d35-48da-b508-b2776dc5d16a/ENCFF978XMG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/01/ea32067e-6d35-48da-b508-b2776dc5d16a/ENCFF978XMG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	low read depth, missing biosample characterization, missing genetic modification characterization		
ENCFF216ALU	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR984MDV	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'dbxrefs': ['FactorBook:ZNF24'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7572/'], '@type': ['Target', 'Item'], 'label': 'ZNF24', 'title': 'ZNF24 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'ac3945ca-19a4-42de-905f-8edb2a0e43c0', 'schema_version': '14', 'name': 'ZNF24-human', '@id': '/targets/ZNF24-human/', 'status': 'released'}				ZNF24-human	DNA				formaldehyde		2016-10-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF419RSJ/, /files/ENCFF750IMH/, /files/ENCFF188UVM/, /files/ENCFF389EVL/	400863	ENCODE Processing Pipeline	798cde0b745a3861018dd240d6ca172c		https://www.encodeproject.org/files/ENCFF216ALU/@@download/ENCFF216ALU.bed.gz				released	s3://encode-public/2016/11/01/34263bc2-5dfb-45fa-a297-926a29b28239/ENCFF216ALU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/01/34263bc2-5dfb-45fa-a297-926a29b28239/ENCFF216ALU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, missing genetic modification characterization		
ENCFF293RRZ	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR768LIO	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/728361/'], '@type': ['Target', 'Item'], 'name': 'OVOL3-human', 'label': 'OVOL3', '@id': '/targets/OVOL3-human/', 'title': 'OVOL3 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '48011975-048d-4819-bf89-be1071f28b49', 'status': 'released'}				OVOL3-human	DNA				formaldehyde		2016-10-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF419RSJ/, /files/ENCFF021SKX/, /files/ENCFF201LOR/, /files/ENCFF008JUY/	179593	ENCODE Processing Pipeline	3d372e648cf211b70348f5f3d56cfba1		https://www.encodeproject.org/files/ENCFF293RRZ/@@download/ENCFF293RRZ.bed.gz				released	s3://encode-public/2016/11/01/c20bb555-4d2e-411a-aade-1f5fed6c0f8d/ENCFF293RRZ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/01/c20bb555-4d2e-411a-aade-1f5fed6c0f8d/ENCFF293RRZ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, missing genetic modification characterization		
ENCFF869NMB	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR233MWH	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/93474/'], '@type': ['Target', 'Item'], 'name': 'ZNF670-human', 'label': 'ZNF670', '@id': '/targets/ZNF670-human/', 'title': 'ZNF670 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'd7f03da4-f4b3-4502-8583-6ce19291ba2b', 'status': 'released'}				ZNF670-human	DNA				formaldehyde		2016-12-19	ENCODE			450-650	2, 3	2_1, 3_1							/files/ENCFF113NNQ/, /files/ENCFF404AUY/, /files/ENCFF381LCF/, /files/ENCFF419RSJ/	27203	ENCODE Processing Pipeline	814adf2da2e86351399bc02c1f94f217		https://www.encodeproject.org/files/ENCFF869NMB/@@download/ENCFF869NMB.bed.gz				released	s3://encode-public/2016/12/16/30b38459-23be-4407-80f0-bc13db016dac/ENCFF869NMB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/30b38459-23be-4407-80f0-bc13db016dac/ENCFF869NMB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	low read depth, missing biosample characterization, missing genetic modification characterization		
ENCFF982VOB	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR338SEM	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1164'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/57209/'], '@type': ['Target', 'Item'], 'name': 'ZNF248-human', 'label': 'ZNF248', '@id': '/targets/ZNF248-human/', 'title': 'ZNF248 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '438b37a4-55ab-45d9-8597-db8d20401c82', 'status': 'released'}				ZNF248-human	DNA				formaldehyde		2017-04-06	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF808DHS/, /files/ENCFF929CJA/, /files/ENCFF419RSJ/, /files/ENCFF044BAW/	50641	ENCODE Processing Pipeline	3cc343b9a3547b08289188bd67fc942e		https://www.encodeproject.org/files/ENCFF982VOB/@@download/ENCFF982VOB.bed.gz				released	s3://encode-public/2017/02/15/f597f5b1-5055-4287-9bcf-960eadf8cf8b/ENCFF982VOB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/02/15/f597f5b1-5055-4287-9bcf-960eadf8cf8b/ENCFF982VOB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, missing genetic modification characterization		
ENCFF806WJB	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR754SOI	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1141'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/57711/'], '@type': ['Target', 'Item'], 'name': 'ZNF529-human', 'label': 'ZNF529', '@id': '/targets/ZNF529-human/', 'title': 'ZNF529 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '0c7dccad-a74e-4ea1-8f37-2548e29d5087', 'status': 'released'}				ZNF529-human	DNA				formaldehyde		2017-11-28	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF871ULY/, /files/ENCFF419RSJ/, /files/ENCFF089VIP/, /files/ENCFF041VJQ/	86631	ENCODE Processing Pipeline	19dbf1c68d9229ab08015f040ed62dca		https://www.encodeproject.org/files/ENCFF806WJB/@@download/ENCFF806WJB.bed.gz				released	s3://encode-public/2017/11/27/a7f26c95-efe1-44e7-91ff-98af4cd794ae/ENCFF806WJB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/11/27/a7f26c95-efe1-44e7-91ff-98af4cd794ae/ENCFF806WJB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, missing genetic modification characterization	insufficient replicate concordance	
ENCFF285QVL	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR617IFZ	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'dbxrefs': ['FactorBook:CTCF'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10664/'], '@type': ['Target', 'Item'], 'label': 'CTCF', 'title': 'CTCF (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '80f4c52e-c7bc-4afc-b159-89cb10367780', 'schema_version': '14', 'name': 'CTCF-human', '@id': '/targets/CTCF-human/', 'status': 'released'}				CTCF-human	DNA				formaldehyde		2016-10-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF647ELH/, /files/ENCFF684NDR/, /files/ENCFF419RSJ/, /files/ENCFF151CRB/	685989	ENCODE Processing Pipeline	23a90291cf5de070ed0fbb4b0af32768		https://www.encodeproject.org/files/ENCFF285QVL/@@download/ENCFF285QVL.bed.gz				released	s3://encode-public/2016/11/01/9d9678e4-0240-4501-b0e0-396df7b6758c/ENCFF285QVL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/01/9d9678e4-0240-4501-b0e0-396df7b6758c/ENCFF285QVL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, missing genetic modification characterization		
ENCFF815ZYA	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR211GNP	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-719'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/201516/'], '@type': ['Target', 'Item'], 'name': 'ZSCAN4-human', 'label': 'ZSCAN4', '@id': '/targets/ZSCAN4-human/', 'title': 'ZSCAN4 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '917b3d79-a1ca-4ad2-9a67-9db73d5ddb0f', 'status': 'released'}				ZSCAN4-human	DNA				formaldehyde		2017-02-21	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF419RSJ/, /files/ENCFF040TAF/, /files/ENCFF921YBI/, /files/ENCFF515CZK/	480708	ENCODE Processing Pipeline	240ac9efe58960ce8869d9987788ecf8		https://www.encodeproject.org/files/ENCFF815ZYA/@@download/ENCFF815ZYA.bed.gz				released	s3://encode-public/2017/02/15/b2d241ec-4aa1-4020-90fb-98915407b1a0/ENCFF815ZYA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/02/15/b2d241ec-4aa1-4020-90fb-98915407b1a0/ENCFF815ZYA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, missing genetic modification characterization		
ENCFF929SUL	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR382GSF	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-970'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/84684/'], '@type': ['Target', 'Item'], 'name': 'INSM2-human', 'label': 'INSM2', '@id': '/targets/INSM2-human/', 'title': 'INSM2 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '411dfaba-45e1-40ee-abab-ff1fa3f9c2fa', 'status': 'released'}				INSM2-human	DNA				formaldehyde		2016-10-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF278QHV/, /files/ENCFF241XAF/, /files/ENCFF929MZB/, /files/ENCFF419RSJ/	324454	ENCODE Processing Pipeline	deaa886d4a65305cb112c7682cfec705		https://www.encodeproject.org/files/ENCFF929SUL/@@download/ENCFF929SUL.bed.gz				released	s3://encode-public/2016/10/28/30dfb56b-23b1-445a-a755-121c364c1920/ENCFF929SUL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/10/28/30dfb56b-23b1-445a-a755-121c364c1920/ENCFF929SUL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, missing genetic modification characterization		
ENCFF860DSJ	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR770PQN	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1082'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/64919/'], '@type': ['Target', 'Item'], 'name': 'BCL11B-human', 'label': 'BCL11B', '@id': '/targets/BCL11B-human/', 'title': 'BCL11B (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'f4e58cce-4fc3-417b-bae7-fe706be92e6e', 'status': 'released'}				BCL11B-human	DNA				formaldehyde		2016-10-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF469JWA/, /files/ENCFF067PYQ/, /files/ENCFF858EZZ/, /files/ENCFF419RSJ/	234620	ENCODE Processing Pipeline	db70d519c86e4f7b82cc239a7abb5162		https://www.encodeproject.org/files/ENCFF860DSJ/@@download/ENCFF860DSJ.bed.gz				released	s3://encode-public/2016/11/01/cbf11c02-90ee-4953-b375-047e4ba2d44c/ENCFF860DSJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/01/cbf11c02-90ee-4953-b375-047e4ba2d44c/ENCFF860DSJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	low read depth, missing biosample characterization, missing genetic modification characterization		
ENCFF572OEF	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR966PJJ	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7490/'], '@type': ['Target', 'Item'], 'name': 'WT1-human', 'label': 'WT1', '@id': '/targets/WT1-human/', 'title': 'WT1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'dcb61f6e-31a5-487a-b22d-1654286b2a3d', 'status': 'released'}				WT1-human	DNA				formaldehyde		2016-10-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF419RSJ/, /files/ENCFF396WNJ/, /files/ENCFF054QHQ/, /files/ENCFF386SWY/	517418	ENCODE Processing Pipeline	d2f2a1ca36446d83d5b8ce9a9d2a878c		https://www.encodeproject.org/files/ENCFF572OEF/@@download/ENCFF572OEF.bed.gz				released	s3://encode-public/2016/10/28/94e4aaff-45f2-4239-8d60-68930970d790/ENCFF572OEF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/10/28/94e4aaff-45f2-4239-8d60-68930970d790/ENCFF572OEF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, missing genetic modification characterization		
ENCFF261IAG	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR950ACO	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/146540/'], '@type': ['Target', 'Item'], 'name': 'ZNF785-human', 'label': 'ZNF785', '@id': '/targets/ZNF785-human/', 'title': 'ZNF785 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'c03b7401-cc3c-431f-a33a-cc10f979e3f5', 'status': 'released'}				ZNF785-human	DNA				formaldehyde		2016-12-19	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF143MMO/, /files/ENCFF419RSJ/, /files/ENCFF296BNP/, /files/ENCFF341UHD/	136539	ENCODE Processing Pipeline	dfde937519898d97eabb2ec9a57b1f6e		https://www.encodeproject.org/files/ENCFF261IAG/@@download/ENCFF261IAG.bed.gz				released	s3://encode-public/2016/12/16/b904af60-dd8f-4d24-8a92-712f050125db/ENCFF261IAG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/b904af60-dd8f-4d24-8a92-712f050125db/ENCFF261IAG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, missing genetic modification characterization		
