File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF735GHF	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR020UPN	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'dbxrefs': ['FactorBook:ZNF184'], 'aliases': ['michael-snyder:TS-1556'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7738/'], '@type': ['Target', 'Item'], 'label': 'ZNF184', 'title': 'ZNF184 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '090f6fff-80de-4228-b150-c9703890c3c9', 'schema_version': '14', 'name': 'ZNF184-human', '@id': '/targets/ZNF184-human/', 'status': 'released'}				ZNF184-human	DNA						2018-07-11	ENCODE			450-650	3	3_1							/files/ENCFF757KLZ/, /files/ENCFF934MYU/	6828848	ENCODE Processing Pipeline	fc76f29792702809e22db701dc8614aa		https://www.encodeproject.org/files/ENCFF735GHF/@@download/ENCFF735GHF.bed.gz				released	s3://encode-public/2018/04/18/1bc3355a-2228-44e7-9c10-3c87a02a6970/ENCFF735GHF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/18/1bc3355a-2228-44e7-9c10-3c87a02a6970/ENCFF735GHF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, missing biosample characterization, missing genetic modification characterization		
ENCFF296QGW	bigWig	bigWig		signal p-value	hg19	ENCSR020UPN	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'dbxrefs': ['FactorBook:ZNF184'], 'aliases': ['michael-snyder:TS-1556'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7738/'], '@type': ['Target', 'Item'], 'label': 'ZNF184', 'title': 'ZNF184 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '090f6fff-80de-4228-b150-c9703890c3c9', 'schema_version': '14', 'name': 'ZNF184-human', '@id': '/targets/ZNF184-human/', 'status': 'released'}				ZNF184-human	DNA						2018-07-11	ENCODE			450-650	2, 3	2_1, 3_1							/files/ENCFF163ZTH/, /files/ENCFF090AXF/, /files/ENCFF917GFS/	1926831904	ENCODE Processing Pipeline	a7e8c87ec08fb48ddc699240b93938c5		https://www.encodeproject.org/files/ENCFF296QGW/@@download/ENCFF296QGW.bigWig				released	s3://encode-public/2018/04/18/4d653d12-5c54-461f-a263-b497d58059bb/ENCFF296QGW.bigWig	https://datasetencode.blob.core.windows.net/dataset/2018/04/18/4d653d12-5c54-461f-a263-b497d58059bb/ENCFF296QGW.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking, missing biosample characterization, missing genetic modification characterization		
ENCFF979PES	bigBed narrowPeak	bigBed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR020UPN	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'dbxrefs': ['FactorBook:ZNF184'], 'aliases': ['michael-snyder:TS-1556'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7738/'], '@type': ['Target', 'Item'], 'label': 'ZNF184', 'title': 'ZNF184 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '090f6fff-80de-4228-b150-c9703890c3c9', 'schema_version': '14', 'name': 'ZNF184-human', '@id': '/targets/ZNF184-human/', 'status': 'released'}				ZNF184-human	DNA						2018-07-11	ENCODE			450-650	3	3_1							/files/ENCFF735GHF/	11156260	ENCODE Processing Pipeline	c5bb6bb4b693467d6551caa9075cce5c		https://www.encodeproject.org/files/ENCFF979PES/@@download/ENCFF979PES.bigBed				released	s3://encode-public/2018/04/18/adb950f7-51a6-40f1-818f-491bff951297/ENCFF979PES.bigBed	https://datasetencode.blob.core.windows.net/dataset/2018/04/18/adb950f7-51a6-40f1-818f-491bff951297/ENCFF979PES.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, missing biosample characterization, missing genetic modification characterization		
ENCFF274HXX	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR020UPN	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'dbxrefs': ['FactorBook:ZNF184'], 'aliases': ['michael-snyder:TS-1556'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7738/'], '@type': ['Target', 'Item'], 'label': 'ZNF184', 'title': 'ZNF184 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '090f6fff-80de-4228-b150-c9703890c3c9', 'schema_version': '14', 'name': 'ZNF184-human', '@id': '/targets/ZNF184-human/', 'status': 'released'}				ZNF184-human	DNA						2018-07-11	ENCODE			450-650	2, 3	2_1, 3_1							/files/ENCFF757KLZ/, /files/ENCFF934MYU/, /files/ENCFF706FUH/	7360656	ENCODE Processing Pipeline	5ab64693442361c7699efe5f11bfdbcb		https://www.encodeproject.org/files/ENCFF274HXX/@@download/ENCFF274HXX.bed.gz				released	s3://encode-public/2018/04/18/44ec2b63-ef03-4cf5-acab-bc119971bb54/ENCFF274HXX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/18/44ec2b63-ef03-4cf5-acab-bc119971bb54/ENCFF274HXX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, missing biosample characterization, missing genetic modification characterization		
ENCFF143AEB	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR020UPN	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'dbxrefs': ['FactorBook:ZNF184'], 'aliases': ['michael-snyder:TS-1556'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7738/'], '@type': ['Target', 'Item'], 'label': 'ZNF184', 'title': 'ZNF184 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '090f6fff-80de-4228-b150-c9703890c3c9', 'schema_version': '14', 'name': 'ZNF184-human', '@id': '/targets/ZNF184-human/', 'status': 'released'}				ZNF184-human	DNA						2018-07-11	ENCODE			450-650	2, 3	2_1, 3_1							/files/ENCFF274HXX/, /files/ENCFF735GHF/, /files/ENCFF419RSJ/, /files/ENCFF552PWH/	187750	ENCODE Processing Pipeline	7e70cd102875509d5a707e9236eca359		https://www.encodeproject.org/files/ENCFF143AEB/@@download/ENCFF143AEB.bed.gz				released	s3://encode-public/2018/04/18/542fd0f1-6e4c-4531-baea-6f4f987a61b8/ENCFF143AEB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/18/542fd0f1-6e4c-4531-baea-6f4f987a61b8/ENCFF143AEB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, missing biosample characterization, missing genetic modification characterization		
ENCFF045FIY	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR020UPN	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'dbxrefs': ['FactorBook:ZNF184'], 'aliases': ['michael-snyder:TS-1556'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7738/'], '@type': ['Target', 'Item'], 'label': 'ZNF184', 'title': 'ZNF184 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '090f6fff-80de-4228-b150-c9703890c3c9', 'schema_version': '14', 'name': 'ZNF184-human', '@id': '/targets/ZNF184-human/', 'status': 'released'}				ZNF184-human	DNA						2018-07-11	ENCODE			450-650	2, 3	2_1, 3_1							/files/ENCFF274HXX/, /files/ENCFF735GHF/, /files/ENCFF419RSJ/, /files/ENCFF552PWH/	256367	ENCODE Processing Pipeline	40ba022ad25babf260793dd7f5e92029		https://www.encodeproject.org/files/ENCFF045FIY/@@download/ENCFF045FIY.bed.gz				released	s3://encode-public/2018/04/18/1b9c4155-d8ee-4549-98e3-c8d7036cbcc3/ENCFF045FIY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/18/1b9c4155-d8ee-4549-98e3-c8d7036cbcc3/ENCFF045FIY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, missing biosample characterization, missing genetic modification characterization		
ENCFF615ZFC	bigWig	bigWig		fold change over control	hg19	ENCSR020UPN	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'dbxrefs': ['FactorBook:ZNF184'], 'aliases': ['michael-snyder:TS-1556'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7738/'], '@type': ['Target', 'Item'], 'label': 'ZNF184', 'title': 'ZNF184 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '090f6fff-80de-4228-b150-c9703890c3c9', 'schema_version': '14', 'name': 'ZNF184-human', '@id': '/targets/ZNF184-human/', 'status': 'released'}				ZNF184-human	DNA						2018-07-11	ENCODE			450-650	3	3_1							/files/ENCFF163ZTH/, /files/ENCFF090AXF/	1764340401	ENCODE Processing Pipeline	482511e945146c2cd6a829c39370900e		https://www.encodeproject.org/files/ENCFF615ZFC/@@download/ENCFF615ZFC.bigWig				released	s3://encode-public/2018/04/18/e4f939d4-059c-48d9-8dbe-8696322d1c48/ENCFF615ZFC.bigWig	https://datasetencode.blob.core.windows.net/dataset/2018/04/18/e4f939d4-059c-48d9-8dbe-8696322d1c48/ENCFF615ZFC.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking, missing biosample characterization, missing genetic modification characterization		
ENCFF428VWH	bigBed narrowPeak	bigBed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR020UPN	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'dbxrefs': ['FactorBook:ZNF184'], 'aliases': ['michael-snyder:TS-1556'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7738/'], '@type': ['Target', 'Item'], 'label': 'ZNF184', 'title': 'ZNF184 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '090f6fff-80de-4228-b150-c9703890c3c9', 'schema_version': '14', 'name': 'ZNF184-human', '@id': '/targets/ZNF184-human/', 'status': 'released'}				ZNF184-human	DNA						2018-07-11	ENCODE			450-650	2, 3	2_1, 3_1							/files/ENCFF143AEB/	388389	ENCODE Processing Pipeline	ccac21543cd2a8d742f047840080b646		https://www.encodeproject.org/files/ENCFF428VWH/@@download/ENCFF428VWH.bigBed				released	s3://encode-public/2018/04/18/8553ed12-0169-4036-baaa-c59aa86febd2/ENCFF428VWH.bigBed	https://datasetencode.blob.core.windows.net/dataset/2018/04/18/8553ed12-0169-4036-baaa-c59aa86febd2/ENCFF428VWH.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, missing biosample characterization, missing genetic modification characterization		
ENCFF082ZUJ	bigBed narrowPeak	bigBed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR020UPN	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'dbxrefs': ['FactorBook:ZNF184'], 'aliases': ['michael-snyder:TS-1556'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7738/'], '@type': ['Target', 'Item'], 'label': 'ZNF184', 'title': 'ZNF184 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '090f6fff-80de-4228-b150-c9703890c3c9', 'schema_version': '14', 'name': 'ZNF184-human', '@id': '/targets/ZNF184-human/', 'status': 'released'}				ZNF184-human	DNA						2018-07-11	ENCODE			450-650	2, 3	2_1, 3_1							/files/ENCFF045FIY/	487060	ENCODE Processing Pipeline	58d9f845f0a38d5ed3526ee7f9d83c6a		https://www.encodeproject.org/files/ENCFF082ZUJ/@@download/ENCFF082ZUJ.bigBed				released	s3://encode-public/2018/04/18/54c691fd-3e36-40a7-a70f-5391c381f8f1/ENCFF082ZUJ.bigBed	https://datasetencode.blob.core.windows.net/dataset/2018/04/18/54c691fd-3e36-40a7-a70f-5391c381f8f1/ENCFF082ZUJ.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, missing biosample characterization, missing genetic modification characterization		
ENCFF876BZX	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR020UPN	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'dbxrefs': ['FactorBook:ZNF184'], 'aliases': ['michael-snyder:TS-1556'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7738/'], '@type': ['Target', 'Item'], 'label': 'ZNF184', 'title': 'ZNF184 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '090f6fff-80de-4228-b150-c9703890c3c9', 'schema_version': '14', 'name': 'ZNF184-human', '@id': '/targets/ZNF184-human/', 'status': 'released'}				ZNF184-human	DNA						2018-07-11	ENCODE			450-650	3	3_1							/files/ENCFF163ZTH/, /files/ENCFF090AXF/	6829858	ENCODE Processing Pipeline	35ffb835cfed5ac60b3ed743c8bcf90b		https://www.encodeproject.org/files/ENCFF876BZX/@@download/ENCFF876BZX.bed.gz				released	s3://encode-public/2018/04/18/1abcc45b-842c-440b-8185-df62c6eccede/ENCFF876BZX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/18/1abcc45b-842c-440b-8185-df62c6eccede/ENCFF876BZX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking, missing biosample characterization, missing genetic modification characterization		
ENCFF975YEZ	bigBed narrowPeak	bigBed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR020UPN	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'dbxrefs': ['FactorBook:ZNF184'], 'aliases': ['michael-snyder:TS-1556'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7738/'], '@type': ['Target', 'Item'], 'label': 'ZNF184', 'title': 'ZNF184 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '090f6fff-80de-4228-b150-c9703890c3c9', 'schema_version': '14', 'name': 'ZNF184-human', '@id': '/targets/ZNF184-human/', 'status': 'released'}				ZNF184-human	DNA						2018-07-11	ENCODE			450-650	3	3_1							/files/ENCFF876BZX/	13273879	ENCODE Processing Pipeline	2057a890d73963f10894e494b5c3c819		https://www.encodeproject.org/files/ENCFF975YEZ/@@download/ENCFF975YEZ.bigBed				released	s3://encode-public/2018/04/18/481c2ae6-649d-4ad5-ba32-15cb6faba740/ENCFF975YEZ.bigBed	https://datasetencode.blob.core.windows.net/dataset/2018/04/18/481c2ae6-649d-4ad5-ba32-15cb6faba740/ENCFF975YEZ.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking, missing biosample characterization, missing genetic modification characterization		
ENCFF224UCU	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR020UPN	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'dbxrefs': ['FactorBook:ZNF184'], 'aliases': ['michael-snyder:TS-1556'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7738/'], '@type': ['Target', 'Item'], 'label': 'ZNF184', 'title': 'ZNF184 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '090f6fff-80de-4228-b150-c9703890c3c9', 'schema_version': '14', 'name': 'ZNF184-human', '@id': '/targets/ZNF184-human/', 'status': 'released'}				ZNF184-human	DNA						2018-07-11	ENCODE			450-650	2, 3	2_1, 3_1							/files/ENCFF163ZTH/, /files/ENCFF090AXF/, /files/ENCFF917GFS/	7348886	ENCODE Processing Pipeline	e2f8ca52d693d43131af3929fc4ec587		https://www.encodeproject.org/files/ENCFF224UCU/@@download/ENCFF224UCU.bed.gz				released	s3://encode-public/2018/04/18/a48fc2aa-65d2-45ee-868d-7301f339653f/ENCFF224UCU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/18/a48fc2aa-65d2-45ee-868d-7301f339653f/ENCFF224UCU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking, missing biosample characterization, missing genetic modification characterization		
ENCFF426NPO	bigBed narrowPeak	bigBed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR020UPN	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'dbxrefs': ['FactorBook:ZNF184'], 'aliases': ['michael-snyder:TS-1556'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7738/'], '@type': ['Target', 'Item'], 'label': 'ZNF184', 'title': 'ZNF184 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '090f6fff-80de-4228-b150-c9703890c3c9', 'schema_version': '14', 'name': 'ZNF184-human', '@id': '/targets/ZNF184-human/', 'status': 'released'}				ZNF184-human	DNA						2018-07-11	ENCODE			450-650	2, 3	2_1, 3_1							/files/ENCFF224UCU/	13261523	ENCODE Processing Pipeline	5b1b976239cb3a7b7abc20a744ca9f28		https://www.encodeproject.org/files/ENCFF426NPO/@@download/ENCFF426NPO.bigBed				released	s3://encode-public/2018/04/18/b62cff73-85d2-4ac7-bb5d-d01bf26fadd9/ENCFF426NPO.bigBed	https://datasetencode.blob.core.windows.net/dataset/2018/04/18/b62cff73-85d2-4ac7-bb5d-d01bf26fadd9/ENCFF426NPO.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking, missing biosample characterization, missing genetic modification characterization		
ENCFF868PVV	bigWig	bigWig		fold change over control	hg19	ENCSR020UPN	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'dbxrefs': ['FactorBook:ZNF184'], 'aliases': ['michael-snyder:TS-1556'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7738/'], '@type': ['Target', 'Item'], 'label': 'ZNF184', 'title': 'ZNF184 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '090f6fff-80de-4228-b150-c9703890c3c9', 'schema_version': '14', 'name': 'ZNF184-human', '@id': '/targets/ZNF184-human/', 'status': 'released'}				ZNF184-human	DNA						2018-07-11	ENCODE			450-650	2, 3	2_1, 3_1							/files/ENCFF163ZTH/, /files/ENCFF090AXF/, /files/ENCFF917GFS/	2315739147	ENCODE Processing Pipeline	4df7d13d77299a55d08139a7730de066		https://www.encodeproject.org/files/ENCFF868PVV/@@download/ENCFF868PVV.bigWig				released	s3://encode-public/2018/04/18/c37979e2-b568-4b32-9eb6-042aedb4f781/ENCFF868PVV.bigWig	https://datasetencode.blob.core.windows.net/dataset/2018/04/18/c37979e2-b568-4b32-9eb6-042aedb4f781/ENCFF868PVV.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking, missing biosample characterization, missing genetic modification characterization		
ENCFF454DQR	bigBed narrowPeak	bigBed	narrowPeak	conservative IDR thresholded peaks	hg19	ENCSR020UPN	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'dbxrefs': ['FactorBook:ZNF184'], 'aliases': ['michael-snyder:TS-1556'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7738/'], '@type': ['Target', 'Item'], 'label': 'ZNF184', 'title': 'ZNF184 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '090f6fff-80de-4228-b150-c9703890c3c9', 'schema_version': '14', 'name': 'ZNF184-human', '@id': '/targets/ZNF184-human/', 'status': 'released'}				ZNF184-human	DNA						2018-07-11	ENCODE			450-650	2, 3	2_1, 3_1							/files/ENCFF197MVX/	391024	ENCODE Processing Pipeline	1363d693b8e2010bc03ec4c0555cf14e		https://www.encodeproject.org/files/ENCFF454DQR/@@download/ENCFF454DQR.bigBed				released	s3://encode-public/2018/04/18/d526fbb2-f3ca-4d23-9b36-98bc2d6bea84/ENCFF454DQR.bigBed	https://datasetencode.blob.core.windows.net/dataset/2018/04/18/d526fbb2-f3ca-4d23-9b36-98bc2d6bea84/ENCFF454DQR.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking, missing biosample characterization, missing genetic modification characterization		
